Literal,Node_ID,Position,Feature
x912,31,"(4, 3)",K
x913,31,"(4, 3)",L
x914,31,"(4, 3)",M
x915,31,"(4, 3)",N
x916,31,"(4, 3)",P
x917,31,"(4, 3)",Q
x918,31,"(4, 3)",R
x919,31,"(4, 3)",S
x920,31,"(4, 3)",T
x921,31,"(4, 3)",U
x922,31,"(4, 3)",V
x923,31,"(4, 3)",W
x924,31,"(4, 3)",Y
x925,31,"(4, 3)",Z
x926,31,"(4, 3)",Connected
x927,31,"(4, 3)",Not Connected
x928,32,"(4, 4)",X
x929,32,"(4, 4)",O
x930,32,"(4, 4)", 
x931,32,"(4, 4)",A
x932,32,"(4, 4)",B
x933,32,"(4, 4)",C
x934,32,"(4, 4)",D
x935,32,"(4, 4)",E
x936,32,"(4, 4)",F
x937,32,"(4, 4)",G
x938,32,"(4, 4)",H
x939,32,"(4, 4)",I
x940,32,"(4, 4)",J
x941,32,"(4, 4)",K
x942,32,"(4, 4)",L
x943,32,"(4, 4)",M
x944,32,"(4, 4)",N
x945,32,"(4, 4)",P
x946,32,"(4, 4)",Q
x947,32,"(4, 4)",R
x948,32,"(4, 4)",S
x949,32,"(4, 4)",T
x950,32,"(4, 4)",U
x951,32,"(4, 4)",V
x952,32,"(4, 4)",W
x953,32,"(4, 4)",Y
x954,32,"(4, 4)",Z
x955,32,"(4, 4)",Connected
x956,32,"(4, 4)",Not Connected
x957,33,"(4, 5)",X
x958,33,"(4, 5)",O
x959,33,"(4, 5)", 
x960,33,"(4, 5)",A
x961,33,"(4, 5)",B
x962,33,"(4, 5)",C
x963,33,"(4, 5)",D
x964,33,"(4, 5)",E
x965,33,"(4, 5)",F
x966,33,"(4, 5)",G
x967,33,"(4, 5)",H
x968,33,"(4, 5)",I
x969,33,"(4, 5)",J
x970,33,"(4, 5)",K
x971,33,"(4, 5)",L
x972,33,"(4, 5)",M
x973,33,"(4, 5)",N
x974,33,"(4, 5)",P
x975,33,"(4, 5)",Q
x976,33,"(4, 5)",R
x977,33,"(4, 5)",S
x978,33,"(4, 5)",T
x979,33,"(4, 5)",U
x980,33,"(4, 5)",V
x981,33,"(4, 5)",W
x982,33,"(4, 5)",Y
x983,33,"(4, 5)",Z
x984,33,"(4, 5)",Connected
x985,33,"(4, 5)",Not Connected
x986,34,"(4, 6)",X
x987,34,"(4, 6)",O
x988,34,"(4, 6)", 
x989,34,"(4, 6)",A
x990,34,"(4, 6)",B
x991,34,"(4, 6)",C
x992,34,"(4, 6)",D
x993,34,"(4, 6)",E
x994,34,"(4, 6)",F
x995,34,"(4, 6)",G
x996,34,"(4, 6)",H
x997,34,"(4, 6)",I
x998,34,"(4, 6)",J
x999,34,"(4, 6)",K
x1000,34,"(4, 6)",L
x1001,34,"(4, 6)",M
x1002,34,"(4, 6)",N
x1003,34,"(4, 6)",P
x1004,34,"(4, 6)",Q
x1005,34,"(4, 6)",R
x1006,34,"(4, 6)",S
x1007,34,"(4, 6)",T
x1008,34,"(4, 6)",U
x1009,34,"(4, 6)",V
x1010,34,"(4, 6)",W
x1011,34,"(4, 6)",Y
x1012,34,"(4, 6)",Z
x1013,34,"(4, 6)",Connected
x1014,34,"(4, 6)",Not Connected
x1015,35,"(5, 0)",X
x1016,35,"(5, 0)",O
x1017,35,"(5, 0)", 
x1018,35,"(5, 0)",A
x1019,35,"(5, 0)",B
x1020,35,"(5, 0)",C
x1021,35,"(5, 0)",D
x1022,35,"(5, 0)",E
x1023,35,"(5, 0)",F
x1024,35,"(5, 0)",G
x1025,35,"(5, 0)",H
x1026,35,"(5, 0)",I
x1027,35,"(5, 0)",J
x1028,35,"(5, 0)",K
x1029,35,"(5, 0)",L
x1030,35,"(5, 0)",M
x1031,35,"(5, 0)",N
x1032,35,"(5, 0)",P
x1033,35,"(5, 0)",Q
x1034,35,"(5, 0)",R
x1035,35,"(5, 0)",S
x1036,35,"(5, 0)",T
x1037,35,"(5, 0)",U
x1038,35,"(5, 0)",V
x1039,35,"(5, 0)",W
x1040,35,"(5, 0)",Y
x1041,35,"(5, 0)",Z
x1042,35,"(5, 0)",Connected
x1043,35,"(5, 0)",Not Connected
x1044,36,"(5, 1)",X
x1045,36,"(5, 1)",O
x1046,36,"(5, 1)", 
x1047,36,"(5, 1)",A
x1048,36,"(5, 1)",B
x1049,36,"(5, 1)",C
x1050,36,"(5, 1)",D
x1051,36,"(5, 1)",E
x1052,36,"(5, 1)",F
x1053,36,"(5, 1)",G
x1054,36,"(5, 1)",H
x1055,36,"(5, 1)",I
x1056,36,"(5, 1)",J
x1057,36,"(5, 1)",K
x1058,36,"(5, 1)",L
x1059,36,"(5, 1)",M
x1060,36,"(5, 1)",N
x1061,36,"(5, 1)",P
x1062,36,"(5, 1)",Q
x1063,36,"(5, 1)",R
x1064,36,"(5, 1)",S
x1065,36,"(5, 1)",T
x1066,36,"(5, 1)",U
x1067,36,"(5, 1)",V
x1068,36,"(5, 1)",W
x1069,36,"(5, 1)",Y
x1070,36,"(5, 1)",Z
x1071,36,"(5, 1)",Connected
x1072,36,"(5, 1)",Not Connected
x1073,37,"(5, 2)",X
x1074,37,"(5, 2)",O
x1075,37,"(5, 2)", 
x1076,37,"(5, 2)",A
x1077,37,"(5, 2)",B
x1078,37,"(5, 2)",C
x1079,37,"(5, 2)",D
x1080,37,"(5, 2)",E
x1081,37,"(5, 2)",F
x1082,37,"(5, 2)",G
x1083,37,"(5, 2)",H
x1084,37,"(5, 2)",I
x1085,37,"(5, 2)",J
x1086,37,"(5, 2)",K
x1087,37,"(5, 2)",L
x1088,37,"(5, 2)",M
x1089,37,"(5, 2)",N
x1090,37,"(5, 2)",P
x1091,37,"(5, 2)",Q
x1092,37,"(5, 2)",R
x1093,37,"(5, 2)",S
x1094,37,"(5, 2)",T
x1095,37,"(5, 2)",U
x1096,37,"(5, 2)",V
x1097,37,"(5, 2)",W
x1098,37,"(5, 2)",Y
x1099,37,"(5, 2)",Z
x1100,37,"(5, 2)",Connected
x1101,37,"(5, 2)",Not Connected
x1102,38,"(5, 3)",X
x1103,38,"(5, 3)",O
x1104,38,"(5, 3)", 
x1105,38,"(5, 3)",A
x1106,38,"(5, 3)",B
x1107,38,"(5, 3)",C
x1108,38,"(5, 3)",D
x1109,38,"(5, 3)",E
x1110,38,"(5, 3)",F
x1111,38,"(5, 3)",G
x1112,38,"(5, 3)",H
x1113,38,"(5, 3)",I
x1114,38,"(5, 3)",J
x1115,38,"(5, 3)",K
x1116,38,"(5, 3)",L
x1117,38,"(5, 3)",M
x1118,38,"(5, 3)",N
x1119,38,"(5, 3)",P
x1120,38,"(5, 3)",Q
x1121,38,"(5, 3)",R
x1122,38,"(5, 3)",S
x1123,38,"(5, 3)",T
x1124,38,"(5, 3)",U
x1125,38,"(5, 3)",V
x1126,38,"(5, 3)",W
x1127,38,"(5, 3)",Y
x1128,38,"(5, 3)",Z
x1129,38,"(5, 3)",Connected
x1130,38,"(5, 3)",Not Connected
x1131,39,"(5, 4)",X
x1132,39,"(5, 4)",O
x1133,39,"(5, 4)", 
x1134,39,"(5, 4)",A
x1135,39,"(5, 4)",B
x1136,39,"(5, 4)",C
x1137,39,"(5, 4)",D
x1138,39,"(5, 4)",E
x1139,39,"(5, 4)",F
x1140,39,"(5, 4)",G
x1141,39,"(5, 4)",H
x1142,39,"(5, 4)",I
x1143,39,"(5, 4)",J
x1144,39,"(5, 4)",K
x1145,39,"(5, 4)",L
x1146,39,"(5, 4)",M
x1147,39,"(5, 4)",N
x1148,39,"(5, 4)",P
x1149,39,"(5, 4)",Q
x1150,39,"(5, 4)",R
x1151,39,"(5, 4)",S
x1152,39,"(5, 4)",T
x1153,39,"(5, 4)",U
x1154,39,"(5, 4)",V
x1155,39,"(5, 4)",W
x1156,39,"(5, 4)",Y
x1157,39,"(5, 4)",Z
x1158,39,"(5, 4)",Connected
x1159,39,"(5, 4)",Not Connected
x1160,40,"(5, 5)",X
x1161,40,"(5, 5)",O
x1162,40,"(5, 5)", 
x1163,40,"(5, 5)",A
x1164,40,"(5, 5)",B
x1165,40,"(5, 5)",C
x1166,40,"(5, 5)",D
x1167,40,"(5, 5)",E
x1168,40,"(5, 5)",F
x1169,40,"(5, 5)",G
x1170,40,"(5, 5)",H
x1171,40,"(5, 5)",I
x1172,40,"(5, 5)",J
x1173,40,"(5, 5)",K
x1174,40,"(5, 5)",L
x1175,40,"(5, 5)",M
x1176,40,"(5, 5)",N
x1177,40,"(5, 5)",P
x1178,40,"(5, 5)",Q
x1179,40,"(5, 5)",R
x1180,40,"(5, 5)",S
x1181,40,"(5, 5)",T
x1182,40,"(5, 5)",U
x1183,40,"(5, 5)",V
x1184,40,"(5, 5)",W
x1185,40,"(5, 5)",Y
x1186,40,"(5, 5)",Z
x1187,40,"(5, 5)",Connected
x1188,40,"(5, 5)",Not Connected
x1189,41,"(5, 6)",X
x1190,41,"(5, 6)",O
x1191,41,"(5, 6)", 
x1192,41,"(5, 6)",A
x1193,41,"(5, 6)",B
x1194,41,"(5, 6)",C
x1195,41,"(5, 6)",D
x1196,41,"(5, 6)",E
x1197,41,"(5, 6)",F
x1198,41,"(5, 6)",G
x1199,41,"(5, 6)",H
x1200,41,"(5, 6)",I
x1201,41,"(5, 6)",J
x1202,41,"(5, 6)",K
x1203,41,"(5, 6)",L
x1204,41,"(5, 6)",M
x1205,41,"(5, 6)",N
x1206,41,"(5, 6)",P
x1207,41,"(5, 6)",Q
x1208,41,"(5, 6)",R
x1209,41,"(5, 6)",S
x1210,41,"(5, 6)",T
x1211,41,"(5, 6)",U
x1212,41,"(5, 6)",V
x1213,41,"(5, 6)",W
x1214,41,"(5, 6)",Y
x1215,41,"(5, 6)",Z
x1216,41,"(5, 6)",Connected
x1217,41,"(5, 6)",Not Connected
x1218,42,"(6, 0)",X
x1219,42,"(6, 0)",O
x1220,42,"(6, 0)", 
x1221,42,"(6, 0)",A
x1222,42,"(6, 0)",B
x1223,42,"(6, 0)",C
x1224,42,"(6, 0)",D
x1225,42,"(6, 0)",E
x1226,42,"(6, 0)",F
x1227,42,"(6, 0)",G
x1228,42,"(6, 0)",H
x1229,42,"(6, 0)",I
x1230,42,"(6, 0)",J
x1231,42,"(6, 0)",K
x1232,42,"(6, 0)",L
x1233,42,"(6, 0)",M
x1234,42,"(6, 0)",N
x1235,42,"(6, 0)",P
x1236,42,"(6, 0)",Q
x1237,42,"(6, 0)",R
x1238,42,"(6, 0)",S
x1239,42,"(6, 0)",T
x1240,42,"(6, 0)",U
x1241,42,"(6, 0)",V
x1242,42,"(6, 0)",W
x1243,42,"(6, 0)",Y
x1244,42,"(6, 0)",Z
x1245,42,"(6, 0)",Connected
x1246,42,"(6, 0)",Not Connected
x1247,43,"(6, 1)",X
x1248,43,"(6, 1)",O
x1249,43,"(6, 1)", 
x1250,43,"(6, 1)",A
x1251,43,"(6, 1)",B
x1252,43,"(6, 1)",C
x1253,43,"(6, 1)",D
x1254,43,"(6, 1)",E
x1255,43,"(6, 1)",F
x1256,43,"(6, 1)",G
x1257,43,"(6, 1)",H
x1258,43,"(6, 1)",I
x1259,43,"(6, 1)",J
x1260,43,"(6, 1)",K
x1261,43,"(6, 1)",L
x1262,43,"(6, 1)",M
x1263,43,"(6, 1)",N
x1264,43,"(6, 1)",P
x1265,43,"(6, 1)",Q
x1266,43,"(6, 1)",R
x1267,43,"(6, 1)",S
x1268,43,"(6, 1)",T
x1269,43,"(6, 1)",U
x1270,43,"(6, 1)",V
x1271,43,"(6, 1)",W
x1272,43,"(6, 1)",Y
x1273,43,"(6, 1)",Z
x1274,43,"(6, 1)",Connected
x1275,43,"(6, 1)",Not Connected
x1276,44,"(6, 2)",X
x1277,44,"(6, 2)",O
x1278,44,"(6, 2)", 
x1279,44,"(6, 2)",A
x1280,44,"(6, 2)",B
x1281,44,"(6, 2)",C
x1282,44,"(6, 2)",D
x1283,44,"(6, 2)",E
x1284,44,"(6, 2)",F
x1285,44,"(6, 2)",G
x1286,44,"(6, 2)",H
x1287,44,"(6, 2)",I
x1288,44,"(6, 2)",J
x1289,44,"(6, 2)",K
x1290,44,"(6, 2)",L
x1291,44,"(6, 2)",M
x1292,44,"(6, 2)",N
x1293,44,"(6, 2)",P
x1294,44,"(6, 2)",Q
x1295,44,"(6, 2)",R
x1296,44,"(6, 2)",S
x1297,44,"(6, 2)",T
x1298,44,"(6, 2)",U
x1299,44,"(6, 2)",V
x1300,44,"(6, 2)",W
x1301,44,"(6, 2)",Y
x1302,44,"(6, 2)",Z
x1303,44,"(6, 2)",Connected
x1304,44,"(6, 2)",Not Connected
x1305,45,"(6, 3)",X
x1306,45,"(6, 3)",O
x1307,45,"(6, 3)", 
x1308,45,"(6, 3)",A
x1309,45,"(6, 3)",B
x1310,45,"(6, 3)",C
x1311,45,"(6, 3)",D
x1312,45,"(6, 3)",E
x1313,45,"(6, 3)",F
x1314,45,"(6, 3)",G
x1315,45,"(6, 3)",H
x1316,45,"(6, 3)",I
x1317,45,"(6, 3)",J
x1318,45,"(6, 3)",K
x1319,45,"(6, 3)",L
x1320,45,"(6, 3)",M
x1321,45,"(6, 3)",N
x1322,45,"(6, 3)",P
x1323,45,"(6, 3)",Q
x1324,45,"(6, 3)",R
x1325,45,"(6, 3)",S
x1326,45,"(6, 3)",T
x1327,45,"(6, 3)",U
x1328,45,"(6, 3)",V
x1329,45,"(6, 3)",W
x1330,45,"(6, 3)",Y
x1331,45,"(6, 3)",Z
x1332,45,"(6, 3)",Connected
x1333,45,"(6, 3)",Not Connected
x1334,46,"(6, 4)",X
x1335,46,"(6, 4)",O
x1336,46,"(6, 4)", 
x1337,46,"(6, 4)",A
x1338,46,"(6, 4)",B
x1339,46,"(6, 4)",C
x1340,46,"(6, 4)",D
x1341,46,"(6, 4)",E
x1342,46,"(6, 4)",F
x1343,46,"(6, 4)",G
x1344,46,"(6, 4)",H
x1345,46,"(6, 4)",I
x1346,46,"(6, 4)",J
x1347,46,"(6, 4)",K
x1348,46,"(6, 4)",L
x1349,46,"(6, 4)",M
x1350,46,"(6, 4)",N
x1351,46,"(6, 4)",P
x1352,46,"(6, 4)",Q
x1353,46,"(6, 4)",R
x1354,46,"(6, 4)",S
x1355,46,"(6, 4)",T
x1356,46,"(6, 4)",U
x1357,46,"(6, 4)",V
x1358,46,"(6, 4)",W
x1359,46,"(6, 4)",Y
x1360,46,"(6, 4)",Z
x1361,46,"(6, 4)",Connected
x1362,46,"(6, 4)",Not Connected
x1363,47,"(6, 5)",X
x1364,47,"(6, 5)",O
x1365,47,"(6, 5)", 
x1366,47,"(6, 5)",A
x1367,47,"(6, 5)",B
x1368,47,"(6, 5)",C
x1369,47,"(6, 5)",D
x1370,47,"(6, 5)",E
x1371,47,"(6, 5)",F
x1372,47,"(6, 5)",G
x1373,47,"(6, 5)",H
x1374,47,"(6, 5)",I
x1375,47,"(6, 5)",J
x1376,47,"(6, 5)",K
x1377,47,"(6, 5)",L
x1378,47,"(6, 5)",M
x1379,47,"(6, 5)",N
x1380,47,"(6, 5)",P
x1381,47,"(6, 5)",Q
x1382,47,"(6, 5)",R
x1383,47,"(6, 5)",S
x1384,47,"(6, 5)",T
x1385,47,"(6, 5)",U
x1386,47,"(6, 5)",V
x1387,47,"(6, 5)",W
x1388,47,"(6, 5)",Y
x1389,47,"(6, 5)",Z
x1390,47,"(6, 5)",Connected
x1391,47,"(6, 5)",Not Connected
x1392,48,"(6, 6)",X
x1393,48,"(6, 6)",O
x1394,48,"(6, 6)", 
x1395,48,"(6, 6)",A
x1396,48,"(6, 6)",B
x1397,48,"(6, 6)",C
x1398,48,"(6, 6)",D
x1399,48,"(6, 6)",E
x1400,48,"(6, 6)",F
x1401,48,"(6, 6)",G
x1402,48,"(6, 6)",H
x1403,48,"(6, 6)",I
x1404,48,"(6, 6)",J
x1405,48,"(6, 6)",K
x1406,48,"(6, 6)",L
x1407,48,"(6, 6)",M
x1408,48,"(6, 6)",N
x1409,48,"(6, 6)",P
x1410,48,"(6, 6)",Q
x1411,48,"(6, 6)",R
x1412,48,"(6, 6)",S
x1413,48,"(6, 6)",T
x1414,48,"(6, 6)",U
x1415,48,"(6, 6)",V
x1416,48,"(6, 6)",W
x1417,48,"(6, 6)",Y
x1418,48,"(6, 6)",Z
x1419,48,"(6, 6)",Connected
x1420,48,"(6, 6)",Not Connected
